program,course_languageEn,duration,university_name,ielts,toefl,gpa,fees,college_link
ba popular music,english,3.5 years,srh berlin university of applied sciences,6.0,87.0,0.0,28440.0,not specified
ba popular music,english,3.5 years,srh berlin university of applied sciences,6.0,87.0,0.0,28440.0,not specified
ba supply chain management,english,3.5 years,srh berlin university of applied sciences,6.0,87.0,0.0,28350.0,not specified
ba supply chain management,english,3.5 years,srh berlin university of applied sciences,6.0,87.0,0.0,28350.0,not specified
ba user experience design and content creation,english,3.5 years,srh berlin university of applied sciences,6.0,87.0,0.0,28350.0,not specified
ba user experience design and content creation,english,3.5 years,srh berlin university of applied sciences,6.0,87.0,0.0,28350.0,not specified
bs applied mechatronic systems,english,4 years,srh berlin university of applied sciences,6.0,87.0,0.0,38400.0,not specified
bs applied mechatronic systems,english,4 years,srh berlin university of applied sciences,6.0,87.0,0.0,38400.0,not specified
bs business engineering,english,4 years,srh berlin university of applied sciences,6.0,87.0,0.0,38400.0,not specified
bs business engineering,english,4 years,srh berlin university of applied sciences,6.0,87.0,0.0,38400.0,not specified
bs computer science,english,3.5 years,srh berlin university of applied sciences,6.0,87.0,0.0,28800.0,not specified
bs computer science,english,3.5 years,srh berlin university of applied sciences,6.0,87.0,0.0,28800.0,not specified
bs electrical engineering,english,4 years,srh berlin university of applied sciences,6.0,87.0,0.0,38400.0,not specified
bs electrical engineering,english,4 years,srh berlin university of applied sciences,6.0,87.0,0.0,38400.0,not specified
bs healthcare management,english,3.5 years,srh berlin university of applied sciences,6.0,87.0,0.0,28800.0,not specified
bs healthcare management,english,3.5 years,srh berlin university of applied sciences,6.0,87.0,0.0,28800.0,not specified
bs mechanical engineering,english,4 years,srh berlin university of applied sciences,6.0,87.0,0.0,38400.0,not specified
bs mechanical engineering,english,4 years,srh berlin university of applied sciences,6.0,87.0,0.0,38400.0,not specified
bs web development,english,3.5 years,srh berlin university of applied sciences,6.0,87.0,0.0,28350.0,not specified
bs web development,english,3.5 years,srh berlin university of applied sciences,6.0,87.0,0.0,28350.0,not specified
ma architecture - design for the built environment,english,1.5 years,srh berlin university of applied sciences,6.0,87.0,0.0,10200.0,not specified
ma architecture - design for the built environment,english,1.5 years,srh berlin university of applied sciences,6.0,87.0,0.0,10200.0,not specified
ma creative leadership,english,2 years,srh berlin university of applied sciences,6.0,87.0,0.0,27200.0,not specified
ma dance movement therapy,english,2 years,srh berlin university of applied sciences,6.0,87.0,0.0,22000.0,not specified
ma dance movement therapy,english,2 years,srh berlin university of applied sciences,6.0,87.0,0.0,22000.0,not specified
"ma film, television and digital narratives",english,2 years,srh berlin university of applied sciences,6.0,87.0,0.0,22800.0,not specified
ma global business and leadership,english,2 years,srh berlin university of applied sciences,6.0,87.0,0.0,22000.0,not specified
ma healthcare management,english,2 years,srh berlin university of applied sciences,6.0,87.0,0.0,22000.0,not specified
ma healthcare management,english,2 years,srh berlin university of applied sciences,6.0,87.0,0.0,22000.0,not specified
ma hospitality management and leadership,english,2 years,srh berlin university of applied sciences,6.0,87.0,0.0,22000.0,not specified
ma international business and leadership,english,2 years,srh berlin university of applied sciences,6.0,87.0,0.0,22000.0,not specified
ma international management,english,2 years,srh berlin university of applied sciences,6.0,87.0,0.0,27200.0,not specified
ma music therapy,english,2 years,srh berlin university of applied sciences,6.0,87.0,0.0,22000.0,not specified
ma music therapy,english,2 years,srh berlin university of applied sciences,6.0,87.0,0.0,22000.0,not specified
ma photography,english,2 years,srh berlin university of applied sciences,6.0,87.0,0.0,22800.0,not specified
ma social design and sustainable innovation,english,2 years,srh berlin university of applied sciences,6.0,87.0,0.0,22800.0,not specified
ma strategic design,english,2 years,srh berlin university of applied sciences,6.0,87.0,0.0,22800.0,not specified
ma sustainability management,english,2 years,srh berlin university of applied sciences,6.0,87.0,0.0,22000.0,not specified
ma sustainability and circular economy management,english,2 years,srh berlin university of applied sciences,6.0,87.0,0.0,18800.0,not specified
ms applied computer science,english,2 years,srh berlin university of applied sciences,6.0,87.0,0.0,25800.0,not specified
ms applied data science and analytics,english,2 years,srh berlin university of applied sciences,6.0,87.0,0.0,25800.0,not specified
ms artificial intelligence,english,2 years,srh berlin university of applied sciences,6.0,87.0,0.0,25800.0,not specified
ms big data and artificial intelligence,english,2 years,srh berlin university of applied sciences,6.0,87.0,0.0,27200.0,not specified
ms blockchain technology,english,2 years,srh berlin university of applied sciences,6.0,87.0,0.0,25800.0,not specified
ms business analytics,english,2 years,srh berlin university of applied sciences,6.0,87.0,0.0,18000.0,not specified
ms cyber security,english,2 years,srh berlin university of applied sciences,6.0,87.0,0.0,27200.0,not specified
ms digital health,english,2 years,srh berlin university of applied sciences,6.0,87.0,0.0,18000.0,not specified
ms digital supply chain management,english,2 years,srh berlin university of applied sciences,6.0,87.0,0.0,27200.0,not specified
ms digital transformation management,english,2 years,srh berlin university of applied sciences,6.0,87.0,0.0,21800.0,not specified
ms entrepreneurship and intrapreneurship,english,2 years,srh berlin university of applied sciences,6.0,87.0,0.0,27200.0,not specified
"ms industry 4.0: automation, robotics & 3d manufacturing",english,2 years,srh berlin university of applied sciences,6.0,87.0,0.0,27200.0,not specified
ms information technology,english,2 years,srh berlin university of applied sciences,6.0,87.0,0.0,25800.0,not specified
ms international business and engineering,english,1.5 years,srh berlin university of applied sciences,6.0,87.0,0.0,12900.0,not specified
ms mobility and automotive industry,english,2 years,srh berlin university of applied sciences,6.0,87.0,0.0,27200.0,not specified
"ms renewable energy, water and waste management",english,2 years,srh berlin university of applied sciences,6.0,87.0,0.0,27200.0,not specified
ms smart building technologies,english,2 years,srh berlin university of applied sciences,6.0,87.0,0.0,27200.0,not specified
ms water technology,english,2 years,srh berlin university of applied sciences,6.0,87.0,0.0,25800.0,not specified
msc supply chain management,english,2 years,srh berlin university of applied sciences,6.0,87.0,0.0,27200.0,not specified
msc sustainable supply chain management,english,2 years,srh berlin university of applied sciences,6.0,87.0,0.0,27200.0,not specified
ba communication design,english,3.5 years,srh cologne university,6.0,87.0,0.0,23400.0,not specified
ba international business administration,english,3.5 years,srh cologne university,6.0,87.0,0.0,27000.0,not specified
ba supply chain management,english,3 years,srh cologne university,6.0,87.0,0.0,29400.0,not specified
msc supply chain management,english,2 years,srh cologne university,6.0,87.0,0.0,20400.0,not specified
ba global hospitality management,english,3.5 years,srh dresden university,6.0,87.0,0.0,29400.0,not specified
ma healthcare management,english,2 years,srh dresden university,6.0,87.0,0.0,23000.0,not specified
ma hospitality management and leadership,english,2 years,srh dresden university,6.0,87.0,0.0,23000.0,not specified
msc applied data science and artificial intelligence,english,2 years,srh fürth university,6.0,87.0,0.0,23800.0,not specified
msc business analytics,english,2 years,srh fürth university,6.0,87.0,0.0,21800.0,not specified
msc digital health – data analytics,english,2 years,srh fürth university,6.0,87.0,0.0,21800.0,not specified
msc regulatory affairs – medical devices,english,2 years,srh fürth university,6.0,87.0,0.0,19600.0,not specified
ba business psychology,english,3.5 years,srh hamburg university,6.0,87.0,0.0,27000.0,not specified
ba digital marketing,english,3.5 years,srh hamburg university,6.0,87.0,0.0,27000.0,not specified
ba international business administration,english,3.5 years,srh hamburg university,6.0,87.0,0.0,27000.0,not specified
ma architecture - design for the built environment,english,1.5 years,srh hamburg university,6.0,87.0,0.0,11000.0,not specified
ma international business and leadership,english,2 years,srh hamburg university,6.0,87.0,0.0,23000.0,not specified
ma sustainability management,english,2 years,srh hamburg university,6.0,87.0,0.0,23000.0,not specified
ms digital transformation management,english,2 years,srh hamburg university,6.0,87.0,0.0,23000.0,not specified
msc applied data science and artificial intelligence,english,2 years,srh hamburg university,6.0,87.0,0.0,23800.0,not specified
msc supply chain management,english,2 years,srh hamburg university,6.0,87.0,0.0,27200.0,not specified
ma sustainability and circular economy management,english,2 years,srh hamm university,6.0,87.0,0.0,20400.0,not specified
msc supply chain management,english,2 years,srh hamm university,6.0,87.0,0.0,20400.0,not specified
ba communication design,english,3.5 years,srh heidelberg university,6.0,87.0,0.0,24840.0,not specified
ba international business administration,english,3 years,srh heidelberg university,6.0,87.0,0.0,33000.0,not specified
bsc applied mechatronic systems,english,3.5 years,srh heidelberg university,6.0,87.0,0.0,30600.0,not specified
bsc business engineering,english,3.5 years,srh heidelberg university,6.0,87.0,0.0,30600.0,not specified
bsc computer science,english,3.5 years,srh heidelberg university,6.0,87.0,0.0,30600.0,not specified
bsc electrical engineering,english,3.5 years,srh heidelberg university,6.0,87.0,0.0,30600.0,not specified
bsc mechanical engineering,english,3.5 years,srh heidelberg university,6.0,87.0,0.0,30600.0,not specified
ma architecture - design for the built environment,english,1.5 years,srh heidelberg university,6.0,87.0,0.0,11000.0,not specified
ma dance movement therapy,english,2 years,srh heidelberg university,6.0,87.0,0.0,21800.0,not specified
ma global business and leadership,english,2 years,srh heidelberg university,6.0,87.0,0.0,23000.0,not specified
ma international business and leadership,english,2 years,srh heidelberg university,6.0,87.0,0.0,23000.0,not specified
msc applied computer science,english,2 years,srh heidelberg university,6.0,87.0,0.0,27800.0,not specified
msc applied data science and artificial intelligence,english,2 years,srh heidelberg university,6.0,87.0,0.0,27000.0,not specified
msc artificial intelligence,english,2 years,srh heidelberg university,6.0,87.0,0.0,25800.0,not specified
msc blockchain technology,english,2 years,srh heidelberg university,6.0,87.0,0.0,25800.0,not specified
msc dysphagia management,english,2 years,srh heidelberg university,6.0,87.0,0.0,14160.0,not specified
"msc industry 4.0: automation, robotics & 3d manufacturing",english,2 years,srh heidelberg university,6.0,87.0,0.0,26000.0,not specified
msc information technology,english,2 years,srh heidelberg university,6.0,87.0,0.0,27800.0,not specified
msc international business and engineering,english,2 years,srh heidelberg university,6.0,87.0,0.0,27800.0,not specified
msc mobility and automotive industry,english,2 years,srh heidelberg university,6.0,87.0,0.0,26000.0,not specified
msc water technology,english,1.5 years,srh heidelberg university,6.0,87.0,0.0,13000.0,not specified
ba automotive technology and management,english,3.5 years,srh leipzig university,6.0,87.0,0.0,27000.0,not specified
ba international business administration,english,3.5 years,srh leipzig university,6.0,87.0,0.0,27000.0,not specified
ba supply chain management,english,3.5 years,srh leipzig university,6.0,87.0,0.0,27000.0,not specified
bsc computer science,english,3.5 years,srh leipzig university,6.0,87.0,0.0,28620.0,not specified
ms big data and artificial intelligence,english,2 years,srh leipzig university,6.0,87.0,0.0,21800.0,not specified
ms cyber security,english,2 years,srh leipzig university,6.0,87.0,0.0,23000.0,not specified
ba audio design,english,3.5 years,srh munich university,6.0,87.0,0.0,27000.0,not specified
ba automotive technology and management,english,3.5 years,srh munich university,6.0,87.0,0.0,27000.0,not specified
ba international business administration,english,3.5 years,srh munich university,6.0,87.0,0.0,27000.0,not specified
ba music production,english,3.5 years,srh munich university,6.0,87.0,0.0,27000.0,not specified
bsc computer science,english,3.5 years,srh munich university,6.0,87.0,0.0,28620.0,not specified
ma architecture - design for the built environment,english,1.5 years,srh munich university,6.0,87.0,0.0,11000.0,not specified
ma international business and leadership,english,2 years,srh munich university,6.0,87.0,0.0,23000.0,not specified
msc applied computer science,english,2 years,srh munich university,6.0,87.0,0.0,23000.0,not specified
msc applied data science and artificial intelligence,english,2 years,srh munich university,6.0,87.0,0.0,23800.0,not specified
bachelor of engineering,not specified,4 years,sri aravindar engineering college,5.925531104850377,80.61120840630473,0.0,3373.49,https://www.collegesearch.in/colleges/sri-aravindar-engineering-college
bachelor of engineering,not specified,4 years,"sri aurobindo institute of technology, indore",5.925531104850377,80.61120840630473,0.0,2506.02,https://www.collegesearch.in/colleges/sri-aurobindo-institute-of-technology-indore
master of business administration(mba),not specified,2 years,"sri aurobindo institute of technology, indore",5.925531104850377,80.61120840630473,0.0,596.39,https://www.collegesearch.in/colleges/sri-aurobindo-institute-of-technology-indore
master of technology (m.tech),not specified,2 years,"sri aurobindo institute of technology, indore",5.925531104850377,80.61120840630473,0.0,1445.78,https://www.collegesearch.in/colleges/sri-aurobindo-institute-of-technology-indore
bachelor of engineering,not specified,4 years,"sri balaji chockalingam engineering college, tiruvannamalai",5.925531104850377,80.61120840630473,0.0,2168.67,https://www.collegesearch.in/colleges/sri-balaji-chockalingam-engineering-college-tiruvannamalai
bachelor of technology (b.tech),not specified,4 years,"sri balaji college of engineering and technology, jaipur",5.925531104850377,80.61120840630473,0.0,2993.98,https://www.collegesearch.in/colleges/sri-balaji-college-of-engineering-and-technology-jaipur
master of business administration(mba),not specified,2 years,"sri balaji college of engineering and technology, jaipur",5.925531104850377,80.61120840630473,0.0,1295.18,https://www.collegesearch.in/colleges/sri-balaji-college-of-engineering-and-technology-jaipur
master of technology (m.tech),not specified,2 years,"sri balaji college of engineering and technology, jaipur",5.925531104850377,80.61120840630473,0.0,1548.19,https://www.collegesearch.in/colleges/sri-balaji-college-of-engineering-and-technology-jaipur
bachelor of engineering,not specified,4 years,"sri belimatha mahasamasthana institute of technology, bangalore",5.925531104850377,80.61120840630473,0.0,1686.75,https://www.collegesearch.in/colleges/sri-belimatha-mahasamasthana-institute-of-technology-bangalore
bachelor of engineering,not specified,4 years,"sri chandrasekharendra saraswathi viswa mahavidyalaya, kanchipuram",5.925531104850377,80.61120840630473,0.0,4427.71,https://www.collegesearch.in/university/sri-chandrasekharendra-saraswathi-viswa-mahavidyalaya
master of business administration(mba),not specified,2 years,"sri chandrasekharendra saraswathi viswa mahavidyalaya, kanchipuram",5.925531104850377,80.61120840630473,0.0,2343.37,https://www.collegesearch.in/university/sri-chandrasekharendra-saraswathi-viswa-mahavidyalaya
master of engineering,not specified,2 years,"sri chandrasekharendra saraswathi viswa mahavidyalaya, kanchipuram",5.925531104850377,80.61120840630473,0.0,722.89,https://www.collegesearch.in/university/sri-chandrasekharendra-saraswathi-viswa-mahavidyalaya
bachelor of business management (bbm),not specified,3 years,"sri devaraj urs institute of management, bangalore",5.925531104850377,80.61120840630473,0.0,722.89,https://www.collegesearch.in/colleges/sri-devaraj-urs-institute-of-management-bangalore
post graduate diploma in international marketing (pgdim),not specified,1 year,"sri guru gobind singh college of commerce, delhi",5.925531104850377,80.61120840630473,0.0,721.93,https://www.collegesearch.in/colleges/sri-guru-gobind-singh-college-of-commerce-delhi
bachelor of technology (b.tech),not specified,4 years,sri guru granth sahib world university,5.925531104850377,80.61120840630473,0.0,4192.77,https://www.collegesearch.in/university/sri-guru-granth-sahib-world-university
master of business administration(mba),not specified,2 years,sri guru granth sahib world university,5.925531104850377,80.61120840630473,0.0,2096.39,https://www.collegesearch.in/university/sri-guru-granth-sahib-world-university
master of technology (m.tech),not specified,2 years,sri guru granth sahib world university,5.925531104850377,80.61120840630473,0.0,2216.87,https://www.collegesearch.in/university/sri-guru-granth-sahib-world-university
bachelor of technology (b.tech),not specified,4 years,"sri indu college of engineering and technology, hyderabad",5.925531104850377,80.61120840630473,0.0,3807.23,https://www.collegesearch.in/colleges/sri-indu-college-of-engineering-and-technology
master of business administration(mba),not specified,2 years,"sri indu college of engineering and technology, hyderabad",5.925531104850377,80.61120840630473,0.0,650.6,https://www.collegesearch.in/colleges/sri-indu-college-of-engineering-and-technology
master of business administration(mba),not specified,2 years,"sri indu college of engineering and technology, hyderabad",5.925531104850377,80.61120840630473,0.0,650.6,https://www.collegesearch.in/colleges/sri-indu-college-of-engineering-and-technology
bachelor of business administration (bba),not specified,3 years,sri kaleeswari college,5.925531104850377,80.61120840630473,0.0,287.35,https://www.collegesearch.in/colleges/sri-kaleeswari-college
bachelor of engineering,not specified,4 years,"sri krishna college of engineering and technology - skcet, coimbatore",5.925531104850377,80.61120840630473,0.0,2650.6,https://www.collegesearch.in/colleges/sri-krishna-college-of-engineering-technology-skcet-coimbatore
bachelor of engineering,not specified,4 years,"sri krishna college of engineering and technology - skcet, coimbatore",5.925531104850377,80.61120840630473,0.0,2650.6,https://www.collegesearch.in/colleges/sri-krishna-college-of-engineering-technology-skcet-coimbatore
master of business administration(mba),not specified,2 years,"sri krishna college of engineering and technology - skcet, coimbatore",5.925531104850377,80.61120840630473,0.0,987.95,https://www.collegesearch.in/colleges/sri-krishna-college-of-engineering-technology-skcet-coimbatore
master of engineering,not specified,2 years,"sri krishna college of engineering and technology - skcet, coimbatore",5.925531104850377,80.61120840630473,0.0,1445.78,https://www.collegesearch.in/colleges/sri-krishna-college-of-engineering-technology-skcet-coimbatore
bachelor of engineering,not specified,4 years,"sri krishna college of technology, coimbatore",5.925531104850377,80.61120840630473,0.0,3373.49,https://www.collegesearch.in/colleges/sri-krishna-college-of-technology-coimbatore
bachelor of technology (b.tech),not specified,4 years,sri krishna devaraya engineering college,5.925531104850377,80.61120840630473,0.0,1686.75,https://www.collegesearch.in/colleges/sri-krishna-devaraya-engineering-college
master of business administration(mba),not specified,2 years,sri krishna devaraya engineering college,5.925531104850377,80.61120840630473,0.0,662.65,https://www.collegesearch.in/colleges/sri-krishna-devaraya-engineering-college
master of technology (m.tech),not specified,2 years,sri krishna devaraya engineering college,5.925531104850377,80.61120840630473,0.0,1373.49,https://www.collegesearch.in/colleges/sri-krishna-devaraya-engineering-college
master of business administration(mba),not specified,2 years,"sri krishna institute of management (skim), coimbatore",5.925531104850377,80.61120840630473,0.0,7228.92,https://www.collegesearch.in/colleges/sri-krishna-institute-of-management-skim-coimbatore
bachelor of engineering,not specified,4 years,"sri krishna institute of technology, chennai",5.925531104850377,80.61120840630473,0.0,1927.71,https://www.collegesearch.in/colleges/sri-krishna-institute-of-technology-chennai
bachelor of technology (b.tech),not specified,4 years,"sri krishnadevaraya university college of engineering, ananthapur",5.925531104850377,80.61120840630473,0.0,1686.75,https://www.collegesearch.in/colleges/sri-krishnadevaraya-university-college-of-engineering
master of business administration(mba),not specified,2 years,"sri krishnadevaraya university college of engineering, ananthapur",5.925531104850377,80.61120840630473,0.0,650.6,https://www.collegesearch.in/colleges/sri-krishnadevaraya-university-college-of-engineering
master of technology (m.tech),not specified,2 years,"sri krishnadevaraya university college of engineering, ananthapur",5.925531104850377,80.61120840630473,0.0,1373.49,https://www.collegesearch.in/colleges/sri-krishnadevaraya-university-college-of-engineering
bachelor of technology (b.tech),not specified,4 years,"sri mittapalli college of engineering, guntur",5.925531104850377,80.61120840630473,0.0,1455.42,https://www.collegesearch.in/colleges/sri-mittapalli-college-of-engineering-guntur
master of business administration(mba),not specified,2 years,"sri mittapalli college of engineering, guntur",5.925531104850377,80.61120840630473,0.0,686.75,https://www.collegesearch.in/colleges/sri-mittapalli-college-of-engineering-guntur
master of technology (m.tech),not specified,2 years,"sri mittapalli college of engineering, guntur",5.925531104850377,80.61120840630473,0.0,686.75,https://www.collegesearch.in/colleges/sri-mittapalli-college-of-engineering-guntur
bachelor of engineering,not specified,4 years,"sri muthukumaran institute of technology, chennai",5.925531104850377,80.61120840630473,0.0,1927.71,https://www.collegesearch.in/colleges/sri-muthukumaran-institute-of-technology-chennai
master of business administration(mba),not specified,2 years,"sri muthukumaran institute of technology, chennai",5.925531104850377,80.61120840630473,0.0,722.89,https://www.collegesearch.in/colleges/sri-muthukumaran-institute-of-technology-chennai
master of engineering,not specified,2 years,"sri muthukumaran institute of technology, chennai",5.925531104850377,80.61120840630473,0.0,722.89,https://www.collegesearch.in/colleges/sri-muthukumaran-institute-of-technology-chennai
bachelor of engineering,not specified,4 years,"sri nandhanam college of engineering & technology, vellore",5.925531104850377,80.61120840630473,0.0,1927.71,https://www.collegesearch.in/colleges/sri-nandhanam-college-of-engineering-technology-vellore
master of business administration(mba),not specified,2 years,"sri nandhanam college of engineering & technology, vellore",5.925531104850377,80.61120840630473,0.0,963.86,https://www.collegesearch.in/colleges/sri-nandhanam-college-of-engineering-technology-vellore
bachelor of engineering,not specified,4 years,sri padmavathi college of engineering,5.925531104850377,80.61120840630473,0.0,2168.67,https://www.collegesearch.in/colleges/sri-padmavathi-college-of-engineering
bachelor of technology (b.tech),not specified,4 years,"sri prakash college of engineering, east godavari",5.925531104850377,80.61120840630473,0.0,1493.98,https://www.collegesearch.in/colleges/sri-prakash-college-of-engineering
bachelor of engineering,not specified,4 years,sri raaja raajan college of engineering and technology,5.925531104850377,80.61120840630473,0.0,1927.71,https://www.collegesearch.in/colleges/sri-raaja-raajan-college-of-engineering-and-technology
master of engineering,not specified,2 years,sri raaja raajan college of engineering and technology,5.925531104850377,80.61120840630473,0.0,1084.34,https://www.collegesearch.in/colleges/sri-raaja-raajan-college-of-engineering-and-technology
bachelor of technology (b.tech),not specified,4 years,"sri raghavendra institute of science and technology, nellore",5.925531104850377,80.61120840630473,0.0,1455.42,https://www.collegesearch.in/colleges/sri-raghavendra-institute-of-science-and-technology-nellore
bachelor of engineering,not specified,4 years,"sri ram engineering college, chennai",5.925531104850377,80.61120840630473,0.0,3373.49,https://www.collegesearch.in/colleges/sri-ram-engineering-college-chennai
bachelor of business administration (bba),not specified,3 years,"sri ramakrishna college of arts and science, coimbatore",5.925531104850377,80.61120840630473,0.0,2349.4,https://www.collegesearch.in/colleges/sri-ramakrishna-college-of-arts-and-science
master of business administration(mba),not specified,2 years,"sri ramakrishna college of arts and science, coimbatore",5.925531104850377,80.61120840630473,0.0,2891.57,https://www.collegesearch.in/colleges/sri-ramakrishna-college-of-arts-and-science
bachelor of engineering,not specified,4 years,sri ramakrishna college of engineering,5.925531104850377,80.61120840630473,0.0,1927.71,https://www.collegesearch.in/colleges/sri-ramakrishna-college-of-engineering
bachelor of engineering,not specified,4 years,"sri ramakrishna engineering college, coimbatore",5.925531104850377,80.61120840630473,0.0,1927.71,https://www.collegesearch.in/colleges/sri-ramakrishna-engineering-college-coimbatore
bachelor of engineering,not specified,4 years,"sri ramakrishna engineering college, coimbatore",5.925531104850377,80.61120840630473,0.0,1927.71,https://www.collegesearch.in/colleges/sri-ramakrishna-engineering-college-coimbatore
master of business administration(mba),not specified,2 years,"sri revana siddeshwara institute of technology, bangalore",5.925531104850377,80.61120840630473,0.0,1279.28,https://www.collegesearch.in/colleges/sri-revana-siddeshwara-institute-of-technology-bangalore
bachelor of technology (b.tech),not specified,4 years,"sri sai aditya institute of science & technology, east godavari",5.925531104850377,80.61120840630473,0.0,1445.78,https://www.collegesearch.in/colleges/sri-sai-aditya-institute-of-science-technology
bachelor of technology (b.tech),not specified,4 years,"sri sai institute of technology and science (ssits), kadapa",5.925531104850377,80.61120840630473,0.0,1493.98,https://www.collegesearch.in/colleges/sri-sai-institute-of-technology-and-science-ssits-kadapa
master of business administration(mba),not specified,2 years,"sri sai institute of technology and science (ssits), kadapa",5.925531104850377,80.61120840630473,0.0,650.6,https://www.collegesearch.in/colleges/sri-sai-institute-of-technology-and-science-ssits-kadapa
bachelor of technology (b.tech),not specified,4 years,"sri sai jyothi engineering college, hyderabad",5.925531104850377,80.61120840630473,0.0,1493.98,https://www.collegesearch.in/colleges/sri-sai-jyothi-engineering-college-hyderabad
master of technology (m.tech),not specified,2 years,"sri sai jyothi engineering college, hyderabad",5.925531104850377,80.61120840630473,0.0,1325.3,https://www.collegesearch.in/colleges/sri-sai-jyothi-engineering-college-hyderabad
bachelor of business administration (bba),not specified,3 years,sri sai university,5.925531104850377,80.61120840630473,0.0,1927.71,https://www.collegesearch.in/university/sri-sai-university
bachelor of technology (b.tech),not specified,4 years,sri sai university,5.925531104850377,80.61120840630473,0.0,5903.61,https://www.collegesearch.in/university/sri-sai-university
master of business administration(mba),not specified,2 years,sri sai university,5.925531104850377,80.61120840630473,0.0,3012.05,https://www.collegesearch.in/university/sri-sai-university
master of technology (m.tech),not specified,2 years,sri sai university,5.925531104850377,80.61120840630473,0.0,2048.19,https://www.collegesearch.in/university/sri-sai-university
master of business administration(mba),not specified,2 years,"sri sairam institute of technology, chennai",5.925531104850377,80.61120840630473,0.0,1325.3,https://www.collegesearch.in/colleges/sri-sairam-institute-of-technology-chennai
bachelor of engineering,not specified,4 years,sri sant gajanan maharaj college of engineering,5.925531104850377,80.61120840630473,0.0,3614.46,https://www.collegesearch.in/colleges/sri-sant-gajanan-maharaj-college-of-engineering
master of business administration(mba),not specified,2 years,sri sant gajanan maharaj college of engineering,5.925531104850377,80.61120840630473,0.0,1523.69,https://www.collegesearch.in/colleges/sri-sant-gajanan-maharaj-college-of-engineering
master of engineering,not specified,2 years,sri sant gajanan maharaj college of engineering,5.925531104850377,80.61120840630473,0.0,1807.23,https://www.collegesearch.in/colleges/sri-sant-gajanan-maharaj-college-of-engineering
bachelor of technology (b.tech),not specified,4 years,sri sarada institute of science and technology,5.925531104850377,80.61120840630473,0.0,1542.17,https://www.collegesearch.in/colleges/sri-sarada-institute-of-science-and-technology
bachelor of business administration (bba),not specified,3 years,sri satya sai university of technology and medical sciences,5.925531104850377,80.61120840630473,0.0,863.86,https://www.collegesearch.in/colleges/sri-satya-sai-university-of-technology-and-medical-sciences
bachelor of engineering,not specified,4 years,sri satya sai university of technology and medical sciences,5.925531104850377,80.61120840630473,0.0,2766.27,https://www.collegesearch.in/colleges/sri-satya-sai-university-of-technology-and-medical-sciences
master of technology (m.tech),not specified,2 years,sri satya sai university of technology and medical sciences,5.925531104850377,80.61120840630473,0.0,1737.35,https://www.collegesearch.in/colleges/sri-satya-sai-university-of-technology-and-medical-sciences
master of technology management,not specified,5 years,sri satya sai university of technology and medical sciences,5.925531104850377,80.61120840630473,0.0,3454.22,https://www.collegesearch.in/colleges/sri-satya-sai-university-of-technology-and-medical-sciences
bachelor of engineering,not specified,4 years,"sri sivasubramaniya nadar college of engineering, kancheepuram",5.925531104850377,80.61120840630473,0.0,1927.71,https://www.collegesearch.in/colleges/sri-sivasubramaniya-nadar-college-of-engineering
master of business administration(mba),not specified,2 years,"sri sivasubramaniya nadar college of engineering, kancheepuram",5.925531104850377,80.61120840630473,0.0,4819.28,https://www.collegesearch.in/colleges/sri-sivasubramaniya-nadar-college-of-engineering
master of engineering,not specified,2 years,"sri sivasubramaniya nadar college of engineering, kancheepuram",5.925531104850377,80.61120840630473,0.0,1084.34,https://www.collegesearch.in/colleges/sri-sivasubramaniya-nadar-college-of-engineering
bachelor of business administration (bba),not specified,3 years,"sri sri university, cuttack",5.925531104850377,80.61120840630473,0.0,1355.42,https://www.collegesearch.in/university/sri-sri-university-cuttack
mba - general management,not specified,2 years,"sri sri university, cuttack",5.925531104850377,80.61120840630473,0.0,3975.9,https://www.collegesearch.in/university/sri-sri-university-cuttack
bachelor of business administration (bba),not specified,3 years,sri sukhmani institute of hospitality & management,5.925531104850377,80.61120840630473,0.0,1626.51,https://www.collegesearch.in/colleges/sri-sukhmani-institute-of-hospitality-management
post graduate diploma in management - pgdm,not specified,2 years,"sri sukhmani institute of management, delhi",5.925531104850377,80.61120840630473,0.0,6626.51,https://www.collegesearch.in/colleges/sri-sukhmani-institute-of-management
bachelor of technology (b.tech),not specified,4 years,"sri sunflower college of engineering & technology, vijayawada",5.925531104850377,80.61120840630473,0.0,2419.28,https://www.collegesearch.in/colleges/sri-sunflower-college-of-engineering-technology
bachelor of technology (b.tech),not specified,4 years,sri vasavi engineering college,5.925531104850377,80.61120840630473,0.0,3036.14,https://www.collegesearch.in/colleges/sri-vasavi-engineering-college
master of business administration(mba),not specified,2 years,sri vasavi engineering college,5.925531104850377,80.61120840630473,0.0,650.6,https://www.collegesearch.in/colleges/sri-vasavi-engineering-college
master of technology (m.tech),not specified,2 years,sri vasavi engineering college,5.925531104850377,80.61120840630473,0.0,1373.49,https://www.collegesearch.in/colleges/sri-vasavi-engineering-college
bachelor of technology (b.tech),not specified,4 years,sri vasavi institute of engineering and technology,5.925531104850377,80.61120840630473,0.0,1686.75,https://www.collegesearch.in/colleges/sri-vasavi-institute-of-engineering-and-technology
bachelor of business management (bbm),not specified,3 years,sri vasavi institute of management (sdgs college),5.925531104850377,80.61120840630473,0.0,234.94,https://www.collegesearch.in/colleges/sri-vasavi-institute-of-management-sdgs-college
